model,mhc_class,condition,target,total_seconds,total_minutes,timing_source
intellifold2,classI,no_msa_no_template,7n2q_pmhc_tcr,584.0,9.733,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7n2r_pmhc_tcr,586.0,9.767,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7n2s_pmhc_tcr,585.0,9.75,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7n4k_pmhc_tcr,585.0,9.75,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7n5c_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7n5p_pmhc_tcr,586.0,9.767,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7na5_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7ndq_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7ndt_pmhc_tcr,584.0,9.733,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7ndu_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7nme_pmhc_tcr,586.0,9.767,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7nmf_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7nmg_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7ow5_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7ow6_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7pb2_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7pbe_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7phr_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7q99_pmhc_tcr,589.0,9.817,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7q9a_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7q9b_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7qpj_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7r80_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7rk7_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7rm4_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7rrg_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7rtr_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7su9_pmhc_tcr,585.0,9.75,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8cx4_pmhc_tcr,585.0,9.75,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8d5q_pmhc_tcr,589.0,9.817,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8dnt_pmhc_tcr,586.0,9.767,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8en8_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8enh_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8eo8_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8f5a_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8gom_pmhc_tcr,589.0,9.817,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8gon_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8gvb_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8gvg_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8gvi_pmhc_tcr,589.0,9.817,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8i5c_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8i5d_pmhc_tcr,589.0,9.817,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8qfy_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8shi_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8wte_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,8wul_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,7rdv_pmhc_tcr,655.0,10.917,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,7sg0_pmhc_tcr,650.0,10.833,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,7sg1_pmhc_tcr,652.0,10.867,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,7sg2_pmhc_tcr,639.0,10.65,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,7t2b_pmhc_tcr,630.0,10.5,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,7t2c_pmhc_tcr,634.0,10.567,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,7t2d_pmhc_tcr,633.0,10.55,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,7z50_pmhc_tcr,634.0,10.567,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,8pjg_pmhc_tcr,646.0,10.767,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,8trl_pmhc_tcr,640.0,10.667,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,8trr_pmhc_tcr,636.0,10.6,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,8vcx_pmhc_tcr,635.0,10.583,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,8vcy_pmhc_tcr,636.0,10.6,elapsed_seconds_from_out
intellifold2,classII,with_msa_with_template,8vd2_pmhc_tcr,644.0,10.733,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,7rdv_pmhc_tcr,776.0,12.933,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,7sg0_pmhc_tcr,743.0,12.383,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,7sg1_pmhc_tcr,719.0,11.983,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,7sg2_pmhc_tcr,735.0,12.25,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,7t2b_pmhc_tcr,724.0,12.067,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,7t2c_pmhc_tcr,737.0,12.283,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,7t2d_pmhc_tcr,715.0,11.917,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,7z50_pmhc_tcr,720.0,12.0,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,8pjg_pmhc_tcr,727.0,12.117,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,8trl_pmhc_tcr,739.0,12.317,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,8trr_pmhc_tcr,720.0,12.0,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,8vcx_pmhc_tcr,710.0,11.833,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,8vcy_pmhc_tcr,723.0,12.05,elapsed_seconds_from_out
intellifold2,classII,with_msa_no_template,8vd2_pmhc_tcr,740.0,12.333,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,7rdv_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,7sg0_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,7sg1_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,7sg2_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,7t2b_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,7t2c_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,7t2d_pmhc_tcr,585.0,9.75,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,7z50_pmhc_tcr,586.0,9.767,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,8pjg_pmhc_tcr,586.0,9.767,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,8trl_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,8trr_pmhc_tcr,586.0,9.767,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,8vcx_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,8vcy_pmhc_tcr,589.0,9.817,elapsed_seconds_from_out
intellifold2,classII,no_msa_no_template,8vd2_pmhc_tcr,584.0,9.733,elapsed_seconds_from_out
