model,mhc_class,condition,target,total_seconds,total_minutes,timing_source
protenix_v2,classI,with_msa_no_template,6zkx_pmhc_tcr,83.79,1.397,job_completed_from_err
protenix_v2,classI,with_msa_no_template,6zky_pmhc_tcr,80.03,1.334,job_completed_from_err
protenix_v2,classI,with_msa_no_template,6zkz_pmhc_tcr,81.93,1.366,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7dzm_pmhc_tcr,82.46,1.374,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7dzn_pmhc_tcr,82.73,1.379,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7l1d_pmhc_tcr,85.78,1.43,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7n2n_pmhc_tcr,86.77,1.446,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7n2o_pmhc_tcr,85.32,1.422,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7n2p_pmhc_tcr,81.78,1.363,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7n2q_pmhc_tcr,81.74,1.362,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7n2r_pmhc_tcr,81.68,1.361,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7n2s_pmhc_tcr,85.26,1.421,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7n4k_pmhc_tcr,81.14,1.352,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7n5c_pmhc_tcr,80.42,1.34,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7n5p_pmhc_tcr,79.16,1.319,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7na5_pmhc_tcr,82.28,1.371,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7ndq_pmhc_tcr,80.48,1.341,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7ndt_pmhc_tcr,81.17,1.353,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7ndu_pmhc_tcr,83.01,1.384,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7nme_pmhc_tcr,84.43,1.407,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7nmf_pmhc_tcr,84.5,1.408,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7nmg_pmhc_tcr,84.41,1.407,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7ow5_pmhc_tcr,84.38,1.406,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7ow6_pmhc_tcr,83.96,1.399,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7pb2_pmhc_tcr,87.16,1.453,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7pbe_pmhc_tcr,83.58,1.393,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7phr_pmhc_tcr,78.74,1.312,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7q99_pmhc_tcr,85.24,1.421,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7q9a_pmhc_tcr,85.15,1.419,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7q9b_pmhc_tcr,81.6,1.36,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7qpj_pmhc_tcr,81.38,1.356,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7r80_pmhc_tcr,83.03,1.384,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7rk7_pmhc_tcr,85.75,1.429,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7rm4_pmhc_tcr,85.07,1.418,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7rrg_pmhc_tcr,82.83,1.381,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7rtr_pmhc_tcr,83.17,1.386,job_completed_from_err
protenix_v2,classI,with_msa_no_template,7su9_pmhc_tcr,82.09,1.368,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8cx4_pmhc_tcr,86.75,1.446,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8d5q_pmhc_tcr,81.9,1.365,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8dnt_pmhc_tcr,81.06,1.351,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8en8_pmhc_tcr,84.61,1.41,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8enh_pmhc_tcr,87.28,1.455,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8eo8_pmhc_tcr,87.19,1.453,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8f5a_pmhc_tcr,84.6,1.41,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8gom_pmhc_tcr,85.94,1.432,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8gon_pmhc_tcr,85.29,1.422,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8gvb_pmhc_tcr,82.47,1.375,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8gvg_pmhc_tcr,86.04,1.434,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8gvi_pmhc_tcr,86.99,1.45,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8i5c_pmhc_tcr,84.53,1.409,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8i5d_pmhc_tcr,81.09,1.352,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8qfy_pmhc_tcr,81.37,1.356,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8shi_pmhc_tcr,83.03,1.384,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8wte_pmhc_tcr,81.93,1.366,job_completed_from_err
protenix_v2,classI,with_msa_no_template,8wul_pmhc_tcr,82.42,1.374,job_completed_from_err
protenix_v2,classI,no_msa_no_template,6zkw_pmhc_tcr,78.31,1.305,job_completed_from_err
protenix_v2,classI,no_msa_no_template,6zkx_pmhc_tcr,77.98,1.3,job_completed_from_err
protenix_v2,classI,no_msa_no_template,6zky_pmhc_tcr,75.05,1.251,job_completed_from_err
protenix_v2,classI,no_msa_no_template,6zkz_pmhc_tcr,75.01,1.25,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7dzm_pmhc_tcr,75.64,1.261,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7dzn_pmhc_tcr,76.17,1.27,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7l1d_pmhc_tcr,77.38,1.29,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7n2n_pmhc_tcr,78.57,1.309,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7n2o_pmhc_tcr,80.19,1.337,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7n2p_pmhc_tcr,76.92,1.282,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7n2q_pmhc_tcr,76.78,1.28,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7n2r_pmhc_tcr,76.84,1.281,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7n2s_pmhc_tcr,76.78,1.28,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7n4k_pmhc_tcr,74.18,1.236,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7n5c_pmhc_tcr,74.97,1.25,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7n5p_pmhc_tcr,74.77,1.246,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7na5_pmhc_tcr,76.63,1.277,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7ndq_pmhc_tcr,76.93,1.282,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7ndt_pmhc_tcr,76.41,1.273,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7ndu_pmhc_tcr,77.94,1.299,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7nme_pmhc_tcr,76.42,1.274,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7nmf_pmhc_tcr,76.4,1.273,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7nmg_pmhc_tcr,76.33,1.272,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7ow5_pmhc_tcr,79.19,1.32,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7ow6_pmhc_tcr,77.75,1.296,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7pb2_pmhc_tcr,80.53,1.342,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7pbe_pmhc_tcr,76.34,1.272,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7phr_pmhc_tcr,73.99,1.233,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7q99_pmhc_tcr,78.3,1.305,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7q9a_pmhc_tcr,77.6,1.293,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7q9b_pmhc_tcr,77.25,1.288,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7qpj_pmhc_tcr,77.57,1.293,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7r80_pmhc_tcr,79.2,1.32,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7rk7_pmhc_tcr,79.26,1.321,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7rm4_pmhc_tcr,78.79,1.313,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7rrg_pmhc_tcr,79.02,1.317,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7rtr_pmhc_tcr,78.03,1.3,job_completed_from_err
protenix_v2,classI,no_msa_no_template,7su9_pmhc_tcr,75.07,1.251,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8cx4_pmhc_tcr,79.87,1.331,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8d5q_pmhc_tcr,75.24,1.254,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8dnt_pmhc_tcr,76.81,1.28,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8en8_pmhc_tcr,76.86,1.281,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8enh_pmhc_tcr,78.17,1.303,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8eo8_pmhc_tcr,78.0,1.3,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8f5a_pmhc_tcr,77.4,1.29,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8gom_pmhc_tcr,76.71,1.278,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8gon_pmhc_tcr,78.9,1.315,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8gvb_pmhc_tcr,78.2,1.303,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8gvg_pmhc_tcr,78.08,1.301,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8gvi_pmhc_tcr,79.68,1.328,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8i5c_pmhc_tcr,77.49,1.291,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8i5d_pmhc_tcr,75.54,1.259,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8qfy_pmhc_tcr,76.44,1.274,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8shi_pmhc_tcr,74.54,1.242,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8wte_pmhc_tcr,79.01,1.317,job_completed_from_err
protenix_v2,classI,no_msa_no_template,8wul_pmhc_tcr,77.69,1.295,job_completed_from_err
protenix_v2,classII,with_msa_with_template,7rdv_pmhc_tcr,87.28,1.455,job_completed_from_err
protenix_v2,classII,with_msa_with_template,7sg0_pmhc_tcr,87.36,1.456,job_completed_from_err
protenix_v2,classII,with_msa_with_template,7sg1_pmhc_tcr,87.46,1.458,job_completed_from_err
protenix_v2,classII,with_msa_with_template,7sg2_pmhc_tcr,88.33,1.472,job_completed_from_err
protenix_v2,classII,with_msa_with_template,7t2b_pmhc_tcr,92.68,1.545,job_completed_from_err
protenix_v2,classII,with_msa_with_template,7t2c_pmhc_tcr,88.07,1.468,job_completed_from_err
protenix_v2,classII,with_msa_with_template,7t2d_pmhc_tcr,89.8,1.497,job_completed_from_err
protenix_v2,classII,with_msa_with_template,7z50_pmhc_tcr,89.86,1.498,job_completed_from_err
protenix_v2,classII,with_msa_with_template,8pjg_pmhc_tcr,90.65,1.511,job_completed_from_err
protenix_v2,classII,with_msa_with_template,8trl_pmhc_tcr,88.79,1.48,job_completed_from_err
protenix_v2,classII,with_msa_with_template,8trr_pmhc_tcr,87.8,1.463,job_completed_from_err
protenix_v2,classII,with_msa_with_template,8vcx_pmhc_tcr,92.82,1.547,job_completed_from_err
protenix_v2,classII,with_msa_with_template,8vcy_pmhc_tcr,91.17,1.52,job_completed_from_err
protenix_v2,classII,with_msa_with_template,8vd2_pmhc_tcr,89.13,1.485,job_completed_from_err
protenix_v2,classII,with_msa_no_template,7rdv_pmhc_tcr,80.0,1.333,job_completed_from_err
protenix_v2,classII,with_msa_no_template,7sg0_pmhc_tcr,80.96,1.349,job_completed_from_err
protenix_v2,classII,with_msa_no_template,7sg1_pmhc_tcr,80.31,1.339,job_completed_from_err
protenix_v2,classII,with_msa_no_template,7sg2_pmhc_tcr,80.73,1.346,job_completed_from_err
protenix_v2,classII,with_msa_no_template,7t2b_pmhc_tcr,83.77,1.396,job_completed_from_err
protenix_v2,classII,with_msa_no_template,7t2c_pmhc_tcr,81.26,1.354,job_completed_from_err
protenix_v2,classII,with_msa_no_template,7t2d_pmhc_tcr,82.97,1.383,job_completed_from_err
protenix_v2,classII,with_msa_no_template,7z50_pmhc_tcr,82.67,1.378,job_completed_from_err
protenix_v2,classII,with_msa_no_template,8pjg_pmhc_tcr,84.14,1.402,job_completed_from_err
protenix_v2,classII,with_msa_no_template,8trl_pmhc_tcr,81.92,1.365,job_completed_from_err
protenix_v2,classII,with_msa_no_template,8trr_pmhc_tcr,83.39,1.39,job_completed_from_err
protenix_v2,classII,with_msa_no_template,8vcx_pmhc_tcr,84.42,1.407,job_completed_from_err
protenix_v2,classII,with_msa_no_template,8vcy_pmhc_tcr,85.66,1.428,job_completed_from_err
protenix_v2,classII,with_msa_no_template,8vd2_pmhc_tcr,83.25,1.387,job_completed_from_err
protenix_v2,classII,no_msa_no_template,7rdv_pmhc_tcr,74.39,1.24,job_completed_from_err
protenix_v2,classII,no_msa_no_template,7sg0_pmhc_tcr,74.61,1.244,job_completed_from_err
protenix_v2,classII,no_msa_no_template,7sg1_pmhc_tcr,75.29,1.255,job_completed_from_err
protenix_v2,classII,no_msa_no_template,7sg2_pmhc_tcr,75.72,1.262,job_completed_from_err
protenix_v2,classII,no_msa_no_template,7t2b_pmhc_tcr,75.21,1.253,job_completed_from_err
protenix_v2,classII,no_msa_no_template,7t2c_pmhc_tcr,75.46,1.258,job_completed_from_err
protenix_v2,classII,no_msa_no_template,7t2d_pmhc_tcr,75.3,1.255,job_completed_from_err
protenix_v2,classII,no_msa_no_template,7z50_pmhc_tcr,74.69,1.245,job_completed_from_err
protenix_v2,classII,no_msa_no_template,8pjg_pmhc_tcr,75.89,1.265,job_completed_from_err
protenix_v2,classII,no_msa_no_template,8trl_pmhc_tcr,74.64,1.244,job_completed_from_err
protenix_v2,classII,no_msa_no_template,8trr_pmhc_tcr,74.69,1.245,job_completed_from_err
protenix_v2,classII,no_msa_no_template,8vcx_pmhc_tcr,76.21,1.27,job_completed_from_err
protenix_v2,classII,no_msa_no_template,8vcy_pmhc_tcr,76.9,1.282,job_completed_from_err
protenix_v2,classII,no_msa_no_template,8vd2_pmhc_tcr,77.24,1.287,job_completed_from_err
intellifold2,classI,with_msa_with_template,6zkw_pmhc_tcr,869.0,14.483,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7n2p_pmhc_tcr,568.0,9.467,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7n2q_pmhc_tcr,352.0,5.867,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7n2r_pmhc_tcr,353.0,5.883,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7n2s_pmhc_tcr,353.0,5.883,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7n4k_pmhc_tcr,352.0,5.867,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7n5c_pmhc_tcr,356.0,5.933,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7n5p_pmhc_tcr,355.0,5.917,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7na5_pmhc_tcr,1259.0,20.983,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7ndq_pmhc_tcr,1572.0,26.2,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7ndt_pmhc_tcr,226.0,3.767,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,6zkx_pmhc_tcr,490.0,8.167,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7ndu_pmhc_tcr,326.0,5.433,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7nme_pmhc_tcr,526.0,8.767,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7nmf_pmhc_tcr,481.0,8.017,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7nmg_pmhc_tcr,932.0,15.533,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7ow5_pmhc_tcr,434.0,7.233,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7ow6_pmhc_tcr,282.0,4.7,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7pb2_pmhc_tcr,995.0,16.583,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7pbe_pmhc_tcr,630.0,10.5,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7phr_pmhc_tcr,195.0,3.25,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7q99_pmhc_tcr,669.0,11.15,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,6zky_pmhc_tcr,519.0,8.65,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7q9a_pmhc_tcr,389.0,6.483,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7q9b_pmhc_tcr,356.0,5.933,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7qpj_pmhc_tcr,555.0,9.25,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7r80_pmhc_tcr,543.0,9.05,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7rk7_pmhc_tcr,332.0,5.533,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7rm4_pmhc_tcr,1086.0,18.1,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7rrg_pmhc_tcr,1221.0,20.35,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7rtr_pmhc_tcr,1189.0,19.817,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7su9_pmhc_tcr,989.0,16.483,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8cx4_pmhc_tcr,979.0,16.317,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,6zkz_pmhc_tcr,950.0,15.833,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8d5q_pmhc_tcr,604.0,10.067,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8dnt_pmhc_tcr,357.0,5.95,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8en8_pmhc_tcr,2027.0,33.783,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8enh_pmhc_tcr,614.0,10.233,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8eo8_pmhc_tcr,1157.0,19.283,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8f5a_pmhc_tcr,1399.0,23.317,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8gom_pmhc_tcr,803.0,13.383,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8gon_pmhc_tcr,282.0,4.7,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8gvb_pmhc_tcr,368.0,6.133,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8gvg_pmhc_tcr,904.0,15.067,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7dzm_pmhc_tcr,352.0,5.867,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8gvi_pmhc_tcr,963.0,16.05,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8i5c_pmhc_tcr,346.0,5.767,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8i5d_pmhc_tcr,913.0,15.217,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8qfy_pmhc_tcr,508.0,8.467,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8shi_pmhc_tcr,644.0,10.733,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8wte_pmhc_tcr,237.0,3.95,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,8wul_pmhc_tcr,603.0,10.05,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7dzn_pmhc_tcr,352.0,5.867,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7l1d_pmhc_tcr,607.0,10.117,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7n2n_pmhc_tcr,357.0,5.95,start_finish_diff_from_out
intellifold2,classI,with_msa_with_template,7n2o_pmhc_tcr,480.0,8.0,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,6zkw_pmhc_tcr,337.0,5.617,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7n2p_pmhc_tcr,713.0,11.883,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7n2q_pmhc_tcr,898.0,14.967,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7n2r_pmhc_tcr,713.0,11.883,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7n2s_pmhc_tcr,713.0,11.883,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7n4k_pmhc_tcr,713.0,11.883,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7n5c_pmhc_tcr,713.0,11.883,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7n5p_pmhc_tcr,728.0,12.133,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7na5_pmhc_tcr,714.0,11.9,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7ndq_pmhc_tcr,637.0,10.617,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7ndt_pmhc_tcr,728.0,12.133,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,6zkx_pmhc_tcr,337.0,5.617,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7ndu_pmhc_tcr,587.0,9.783,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7nme_pmhc_tcr,784.0,13.067,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7nmf_pmhc_tcr,321.0,5.35,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7nmg_pmhc_tcr,1007.0,16.783,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7ow5_pmhc_tcr,182.0,3.033,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7ow6_pmhc_tcr,180.0,3.0,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7pb2_pmhc_tcr,1030.0,17.167,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7pbe_pmhc_tcr,627.0,10.45,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7phr_pmhc_tcr,697.0,11.617,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7q99_pmhc_tcr,632.0,10.533,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,6zky_pmhc_tcr,337.0,5.617,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7q9a_pmhc_tcr,645.0,10.75,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7q9b_pmhc_tcr,642.0,10.7,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7qpj_pmhc_tcr,373.0,6.217,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7r80_pmhc_tcr,617.0,10.283,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7rk7_pmhc_tcr,912.0,15.2,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7rm4_pmhc_tcr,256.0,4.267,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7rrg_pmhc_tcr,1490.0,24.833,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7rtr_pmhc_tcr,621.0,10.35,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7su9_pmhc_tcr,874.0,14.567,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8cx4_pmhc_tcr,690.0,11.5,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,6zkz_pmhc_tcr,337.0,5.617,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8d5q_pmhc_tcr,790.0,13.167,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8dnt_pmhc_tcr,760.0,12.667,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8en8_pmhc_tcr,937.0,15.617,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8enh_pmhc_tcr,1264.0,21.067,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8eo8_pmhc_tcr,730.0,12.167,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8f5a_pmhc_tcr,743.0,12.383,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8gom_pmhc_tcr,716.0,11.933,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8gon_pmhc_tcr,739.0,12.317,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8gvb_pmhc_tcr,779.0,12.983,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8gvg_pmhc_tcr,642.0,10.7,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7dzm_pmhc_tcr,337.0,5.617,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8gvi_pmhc_tcr,731.0,12.183,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8i5c_pmhc_tcr,659.0,10.983,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8i5d_pmhc_tcr,736.0,12.267,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8qfy_pmhc_tcr,645.0,10.75,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8shi_pmhc_tcr,716.0,11.933,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8wte_pmhc_tcr,1028.0,17.133,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,8wul_pmhc_tcr,696.0,11.6,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7dzn_pmhc_tcr,789.0,13.15,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7l1d_pmhc_tcr,748.0,12.467,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7n2n_pmhc_tcr,847.0,14.117,start_finish_diff_from_out
intellifold2,classI,with_msa_no_template,7n2o_pmhc_tcr,714.0,11.9,start_finish_diff_from_out
intellifold2,classI,no_msa_no_template,6zkw_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,6zkx_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,6zky_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,6zkz_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7dzm_pmhc_tcr,585.0,9.75,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7dzn_pmhc_tcr,585.0,9.75,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7l1d_pmhc_tcr,587.0,9.783,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7n2n_pmhc_tcr,586.0,9.767,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7n2o_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
intellifold2,classI,no_msa_no_template,7n2p_pmhc_tcr,588.0,9.8,elapsed_seconds_from_out
